,MAJOR,CLASS,YEAR,COURSE,CRN,DESCRIPTION,INSTRUCTOR,CREDIT,ENRL,CAP,TERM SCHEDULE,COMMENTS,FINAL SCHEDULE,termcode
1,ME,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
2,ME,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
3,OE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
4,BE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
5,CPE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
6,ME,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
7,ME,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
8,CE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
9,BE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
10,ME,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
11,CHE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
12,CPE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
13,CHE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
14,CE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
15,ME,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
16,SE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
17,EE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
18,CE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
19,EE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
20,CHE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
21,CE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
22,ME,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
23,CE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
24,BE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
25,CHE,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
26,ME,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
27,ME,FR,Y1,MA111-06,1199,Calculus I,shibberu,5,27,29,MTWRF/4/G221,No H.S. Calc,R at 8am in G219,200710
1,ME,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
2,PH,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
3,ME,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
4,CE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
5,ME,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
6,OE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
7,CHE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
8,BE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
9,ME,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
10,CHE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
11,CS,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
12,EE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
13,CE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
14,CHE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
15,ME,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
16,EE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
17,CE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
18,BE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
19,AB,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
20,CHE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
21,BE,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
22,ME,FR,Y1,MA111-07,1200,Calculus I,shibberu,5,22,29,MTWRF/5/G221,No H.S. Calc,R at 8am in G221,200710
1,CS,SO,Y2,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
2,BE,SR,Y4,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
3,CPE,SO,Y3,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
4,CS,SO,Y2,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
5,CPE,SO,Y2,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
6,EE,SO,Y2,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
7,EE,SO,Y2,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
8,PH,SO,Y2,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
9,EE,JR,Y3,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
10,CS,SR,Y4,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
11,EE,SO,Y2,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
12,EE,SO,Y2,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
13,CPE,SO,Y2,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
14,PH,JR,Y3,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
15,SE,SO,Y2,MA381-03,1238,Intro Problty w/ Appl to Stats,shibberu,4,15,25,MTRF/9/G221,,W at 1pm in G317,200710
1,EE,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
2,ME,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
3,CPE,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
4,ME,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
5,ME,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
6,SE,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
7,ME,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
8,BE,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
9,CHE,SO,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
10,CHE,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
11,EE,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
12,EE,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
13,ME,SO,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
14,0000,SG,EXCL,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
15,ME,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
16,AB,JR,Y4,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
17,CS,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
18,ME,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
19,ME,SO,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
20,CS,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
21,PH,SO,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
22,CHE,FR,Y1,MA113-04,2089,Calculus III,shibberu,5,22,23,MTWRF/4/G222,,W at 8am in O267,200720
1,CPE,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
2,CHE,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
3,ME,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
4,BE,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
5,CS,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
6,EE,SO,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
7,EP,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
8,ME,SO,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
9,EE,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
10,BE,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
11,EE,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
12,CHE,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
13,MA,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
14,ME,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
15,CPE,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
16,CS,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
17,ME,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
18,CPE,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
19,EE,FR,Y1,MA113-05,2462,Calculus III,shibberu,5,19,23,MTWRF/5/G222,,W at 8am in O269,200720
1,CHEM,FR,Y1,MA113-06,2505,Calculus III,shibberu,5,11,16,MTWRF/2/G308,,W at 8am in O267:W at 8am in O269,200720
2,ME,FR,Y1,MA113-06,2505,Calculus III,shibberu,5,11,16,MTWRF/2/G308,,W at 8am in O267:W at 8am in O269,200720
3,CE,FR,Y1,MA113-06,2505,Calculus III,shibberu,5,11,16,MTWRF/2/G308,,W at 8am in O267:W at 8am in O269,200720
4,CPE,FR,Y1,MA113-06,2505,Calculus III,shibberu,5,11,16,MTWRF/2/G308,,W at 8am in O267:W at 8am in O269,200720
5,ME,FR,Y1,MA113-06,2505,Calculus III,shibberu,5,11,16,MTWRF/2/G308,,W at 8am in O267:W at 8am in O269,200720
6,ME,FR,Y1,MA113-06,2505,Calculus III,shibberu,5,11,16,MTWRF/2/G308,,W at 8am in O267:W at 8am in O269,200720
7,CHEM,FR,Y1,MA113-06,2505,Calculus III,shibberu,5,11,16,MTWRF/2/G308,,W at 8am in O267:W at 8am in O269,200720
8,ME,SO,Y1,MA113-06,2505,Calculus III,shibberu,5,11,16,MTWRF/2/G308,,W at 8am in O267:W at 8am in O269,200720
9,CS,SO,Y2,MA113-06,2505,Calculus III,shibberu,5,11,16,MTWRF/2/G308,,W at 8am in O267:W at 8am in O269,200720
10,ME,FR,Y1,MA113-06,2505,Calculus III,shibberu,5,11,16,MTWRF/2/G308,,W at 8am in O267:W at 8am in O269,200720
11,CPE,SO,Y2,MA113-06,2505,Calculus III,shibberu,5,11,16,MTWRF/2/G308,,W at 8am in O267:W at 8am in O269,200720
1,ME,SO,Y2,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
2,AB,SO,Y2,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
3,ME,JR,Y3,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
4,ME,SO,Y2,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
5,ME,SO,Y1,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
6,ME,SO,Y1,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
7,EP,SO,Y1,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
8,CHE,JR,Y3,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
9,ME,SO,Y2,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
10,EE,FR,Y1,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
11,CHE,SO,Y1,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
12,ME,SO,Y2,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
13,CHE,SO,Y2,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
14,CHE,SO,Y2,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
15,ME,SO,Y2,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
16,CHE,SO,Y2,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
17,EE,SO,Y3,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
18,CHEM,SO,Y1,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
19,CHE,SO,Y1,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
20,ME/CS,SR,Y4,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
21,ME,SO,Y2,MA223-06,3219,Engineering Statistics I,shibberu,4,21,25,MTRF/1/G222,,W at 8am in G219,200730
1,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
2,BE,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
3,CHE,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
4,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
5,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
6,CHE,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
7,CPE,JR,Y3,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
8,BE,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
9,CHE,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
10,CE,SR,Y4,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
11,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
12,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
13,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
14,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
15,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
16,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
17,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
18,CHE,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
19,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
20,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
21,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
22,CHE,JR,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
23,CHE,JR,Y3,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
24,ME,SO,Y2,MA223-07,3220,Engineering Statistics I,shibberu,4,24,25,MTRF/2/G222,,W at 8am in G221,200730
1,EE,JR,Y3,MA373-01,3229,Appl Linear Algebra for Engr,shibberu,4,12,25,MTRF/8/G220,,M at 1pm in G220,200730
2,ME,SO,Y2,MA373-01,3229,Appl Linear Algebra for Engr,shibberu,4,12,25,MTRF/8/G220,,M at 1pm in G220,200730
3,CPE/EE,SR,Y4,MA373-01,3229,Appl Linear Algebra for Engr,shibberu,4,12,25,MTRF/8/G220,,M at 1pm in G220,200730
4,EE,JR,Y3,MA373-01,3229,Appl Linear Algebra for Engr,shibberu,4,12,25,MTRF/8/G220,,M at 1pm in G220,200730
5,ME,SR,Y3,MA373-01,3229,Appl Linear Algebra for Engr,shibberu,4,12,25,MTRF/8/G220,,M at 1pm in G220,200730
6,EE,JR,Y3,MA373-01,3229,Appl Linear Algebra for Engr,shibberu,4,12,25,MTRF/8/G220,,M at 1pm in G220,200730
7,SE,SO,Y2,MA373-01,3229,Appl Linear Algebra for Engr,shibberu,4,12,25,MTRF/8/G220,,M at 1pm in G220,200730
8,EE,SO,Y2,MA373-01,3229,Appl Linear Algebra for Engr,shibberu,4,12,25,MTRF/8/G220,,M at 1pm in G220,200730
9,EE,FR,Y1,MA373-01,3229,Appl Linear Algebra for Engr,shibberu,4,12,25,MTRF/8/G220,,M at 1pm in G220,200730
10,SE/CS,JR,Y3,MA373-01,3229,Appl Linear Algebra for Engr,shibberu,4,12,25,MTRF/8/G220,,M at 1pm in G220,200730
11,CPE,SR,Y4,MA373-01,3229,Appl Linear Algebra for Engr,shibberu,4,12,25,MTRF/8/G220,,M at 1pm in G220,200730
12,ME,JR,Y2,MA373-01,3229,Appl Linear Algebra for Engr,shibberu,4,12,25,MTRF/8/G220,,M at 1pm in G220,200730
1,CHE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
2,BE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
3,EE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
4,CHE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
5,EE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
6,CE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
7,ME,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
8,BE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
9,AB,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
10,EE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
11,EE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
12,CHEM,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
13,EE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
14,ME,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
15,CE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
16,CE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
17,BE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
18,BE,JR,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
19,CHE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
20,ME,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
21,AB,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
22,CE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
23,BE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
24,ME,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
25,ME,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
26,ME,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
27,CHE,SO,Y2,MA221-08,1177,Diff Equations & Matrix Alg I,shibberu,4,27,28,MTRF/3/G313,,W at 6pm in G313,200810
1,ME,SO,Y2,MA221-09,1178,Diff Equations & Matrix Alg I,shibberu,4,28,28,MTRF/4/G313,,W at 6pm in G315,200810
2,SE,SO,Y2,MA221-09,1178,Diff Equations & Matrix Alg I,shibberu,4,28,28,MTRF/4/G313,,W at 6pm in G315,200810
3,PH,SO,Y2,MA221-09,1178,Diff Equations & Matrix Alg I,shibberu,4,28,28,MTRF/4/G313,,W at 6pm in G315,200810
