,MAJOR,CLASS,YEAR,COURSE,CRN,DESCRIPTION,INSTRUCTOR,CREDIT,ENRL,CAP,TERM SCHEDULE,COMMENTS,FINAL SCHEDULE,termcode
3,CE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
4,BE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
5,ME,SO,Y3,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
6,CHE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
7,EE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
8,ME,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
9,CE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
10,ME,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
11,CHE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
12,ME,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
13,EE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
14,CHE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
15,CPE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
16,CS/MA,JR,Y3,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
17,BE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
18,SE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
19,ME,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
20,BE,JR,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
21,ME,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
22,EE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
23,CHE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
24,ME,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
25,CE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
26,CE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
27,ME,SO,Y3,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
28,ME,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
29,CE,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
30,ME,SO,Y2,MA222-10,2145,Diff Equations & Matrix Alg II,shibberu,4,30,27,MTRF/6/G310,,W at 6pm in O101,200820
1,EE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
2,CHEM,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
3,MA,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
4,ME,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
5,PH,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
6,ME,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
7,ME,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
8,CHE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
9,CHE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
10,BE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
11,ME,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
12,CHE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
13,ME,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
14,EP,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
15,CHE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
16,CHE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
17,BE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
18,CHE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
19,CHE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
20,CHE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
21,BE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
22,ME,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
23,CHE,SO,Y1,MA222-03,3285,Diff Equations & Matrix Alg II,shibberu,4,23,23,MTRF/1/G310,,R at 1pm in O157,200830
1,CHE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
2,CHE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
3,CS,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
4,EE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
5,ME,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
6,ME,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
7,ME,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
8,EP,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
9,BE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
10,CHE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
11,BE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
12,BE,SR,Y3,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
13,ME,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
14,BE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
15,CHE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
16,BE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
17,CHE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
18,ME,JR,Y4,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
19,BE,SO,Y3,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
20,EE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
21,ME,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
22,ME,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
23,ME,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
24,CHE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
25,CE,JR,Y3,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
26,BE,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
27,ME,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
28,ME,SO,Y2,MA222-05,3287,Diff Equations & Matrix Alg II,shibberu,4,28,23,MTRF/2/G310,Second Year Students Only,R at 1pm in O159,200830
1,ME,SO,Y2,MA373-01,3303,Appl Linear Algebra for Engr,shibberu,4,5,25,MTRF/6/G308,,M at 8am in G220,200830
2,CPE,JR,Y2,MA373-01,3303,Appl Linear Algebra for Engr,shibberu,4,5,25,MTRF/6/G308,,M at 8am in G220,200830
3,CHE,JR,Y2,MA373-01,3303,Appl Linear Algebra for Engr,shibberu,4,5,25,MTRF/6/G308,,M at 8am in G220,200830
4,EE,SO,Y1,MA373-01,3303,Appl Linear Algebra for Engr,shibberu,4,5,25,MTRF/6/G308,,M at 8am in G220,200830
5,CS,SR,Y4,MA373-01,3303,Appl Linear Algebra for Engr,shibberu,4,5,25,MTRF/6/G308,,M at 8am in G220,200830
1,ME,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
2,CE,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
3,CS,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
4,OE,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
5,SE,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
6,BE,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
7,CE,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
8,ME,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
9,ME,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
10,ME,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
11,BE,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
12,CE,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
13,ME,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
14,ME,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
15,ME,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
16,OE,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
17,EE,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
18,ME,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
19,OE,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
20,CHE,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
21,ME,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
22,CE,FR,Y1,MA111-07,1211,Calculus I,shibberu,5,22,27,MTWRF/6/G221,No H.S. Calc,W at 6pm in O167,200910
1,PH,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
2,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
3,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
4,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
5,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
6,CE,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
7,CS,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
8,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
9,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
10,BE,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
11,CPE,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
12,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
13,EE,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
14,CE,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
15,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
16,CHE,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
17,CPE,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
18,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
19,CPE,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
20,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
21,SE,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
22,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
23,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
24,BE,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
25,ME,FR,Y1,MA111-08,1212,Calculus I,shibberu,5,25,27,MTWRF/7/G221,No H.S. Calc,W at 6pm in O169,200910
1,CHE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
2,AB,SO,Y2,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
3,MA,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
4,EE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
5,EE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
6,EE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
7,CPE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
8,CPE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
9,ME,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
10,ME,FR,Y2,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
11,EE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
12,EE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
13,ME,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
14,ME,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
15,EE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
16,EE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
17,CHEM,SO,Y2,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
18,ME,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
19,ME,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
20,EE,FR,Y2,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
21,EE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
22,BE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
23,ME,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
24,EE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
25,ME,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
26,EE,FR,Y1,MA221-02,1226,Diff Equations & Matrix Alg I,shibberu,4,26,26,MTRF/4/G313,"Freshmen, FTC",W at 1pm in O269,200910
1,ME,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
2,ME,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
3,CS,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
4,CHE,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
5,ME,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
6,ME,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
7,EE,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
8,ME,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
9,CHE,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
10,CE,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
11,EE,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
12,CHE,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
13,BE,SO,Y2,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
14,ME,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
15,CPE,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
16,EE,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
17,CHE,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
18,ME,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
19,CE,FR,Y2,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
20,ME,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
21,ME,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
22,ME,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
23,ME,FR,Y1,MA112-10,2149,Calculus II,shibberu,5,23,24,MTWRF/7/G222,,M at 6pm in O201,200920
1,CS,JR,Y2,MA222-09,2168,Diff Equations & Matrix Alg II,shibberu,4,27,26,MTRF/3/G317,,R at 8am in O103,200920
2,CHE,SO,Y2,MA222-09,2168,Diff Equations & Matrix Alg II,shibberu,4,27,26,MTRF/3/G317,,R at 8am in O103,200920
3,BE,SO,Y2,MA222-09,2168,Diff Equations & Matrix Alg II,shibberu,4,27,26,MTRF/3/G317,,R at 8am in O103,200920
4,CHE,SO,Y2,MA222-09,2168,Diff Equations & Matrix Alg II,shibberu,4,27,26,MTRF/3/G317,,R at 8am in O103,200920
5,CHE,SO,Y2,MA222-09,2168,Diff Equations & Matrix Alg II,shibberu,4,27,26,MTRF/3/G317,,R at 8am in O103,200920
6,CE,SO,Y2,MA222-09,2168,Diff Equations & Matrix Alg II,shibberu,4,27,26,MTRF/3/G317,,R at 8am in O103,200920
7,CE,JR,Y3,MA222-09,2168,Diff Equations & Matrix Alg II,shibberu,4,27,26,MTRF/3/G317,,R at 8am in O103,200920
8,EE,SO,Y2,MA222-09,2168,Diff Equations & Matrix Alg II,shibberu,4,27,26,MTRF/3/G317,,R at 8am in O103,200920
9,CE,SO,Y2,MA222-09,2168,Diff Equations & Matrix Alg II,shibberu,4,27,26,MTRF/3/G317,,R at 8am in O103,200920
